年,月,日,標題,內容,報社
2015,2,24,這位大叔有事嗎?屈伏塔色鬼上身,約翰屈伏塔昨擔任典禮頒獎人，起先在紅毯時脫序摟住史卡莉喬韓森，硬在美女臉上印下一吻。上台頒獎時也對搭檔伊迪娜曼佐又抱又摸，手不安分地游移在對方臉頰上，行徑彷彿「色鬼上身」。史卡莉昨和老公同行，約翰屈伏塔趁她在紅毯單獨拍照時，靠近一親芳澤。她一臉僵硬，勉強擠出笑容，沒讓場面太尷尬。約翰屈伏塔去年頒獎時，念錯《冰雪奇緣》主題曲演唱人伊迪娜曼佐的名字，貽笑大方，今年刻意安排兩人頒獎，她亂念他的名字報仇，但他上台後先擁抱她，還輕撫她的下巴，近乎公開調情。61歲的約翰屈伏塔這些年行為越發怪異，上月半夜３點到健身房搭訕陌生男子，還有高達７名健身教練、按摩師出面指控曾遭他性騷擾。昨頒獎人泰倫斯霍華，為最佳影片引言時，一度語塞。外界無法分辨他是因為情緒激動，還是提詞機故障導致，怪異表現被媒體稱為「新一代的約翰屈伏塔」。,中國時報
2015,2,24,主持人變鳥人 長袍卡縫搞笑脫了 哈里斯穿內褲秀一大包,唱作俱佳的出櫃男星尼爾派屈克哈里斯，曾主持２次艾美獎、４次東尼獎，昨出任奧斯卡主持人，以擅長的百老匯歌舞開場，炒熱氣氛。由於去年主持人艾倫狄珍妮在典禮找大明星自拍成為經典，他昨表演「預言魔術」，又學《鳥人》米高基頓裸體逛大街，堪稱尺度最大的奧斯卡主持人。童星出身的的哈里斯，90年代演出影集《天才小醫生》成名，近年又以影集《追愛總動員》展現喜劇長才。他昨載歌載舞，唱到現場「沒人喝醉」時，鏡頭故意帶到入圍影帝的班奈狄克康柏拜區在台下拿著酒瓶喝酒，相當幽默。最經典橋段是主持人在台上不見人影，鏡頭到後台尋找他，發現他長袍卡在更衣室門縫，他索性脫到只剩內褲和黑色長筒襪，惡搞《鳥人》一鏡到底的情節，他從後台穿過長廊，一路走上舞台，中途還打斷在打鼓的麥爾斯泰勒，又重現《進擊的鼓手》的劇情，最後他僅穿內褲上台，胯下大鵰的「雄偉」更引發熱議。他說自己早已預測好得獎名單和現場狀況，將結果鎖在「神祕信封箱」，要台下的黑人女星奧塔薇亞史賓塞全程緊盯，典禮結束前，他揭曉預測內容，整場典禮的過程全預言成功，讓全場人驚喜萬分，來了一段魔術表演。,中國時報
2015,2,24,演技獎黑人零入圍 表演鋪哏補償,昨天的奧斯卡紅毯，多了不少「閃光」組合，成雙成對的大明星比脂粉華服更吸睛；賽前備受爭議的「缺乏有色人種」問題，在典禮上也巧妙地被「補償」。來自英國的艾迪瑞德曼及班奈狄克康柏拜區，分別以《愛的萬物論》、《模仿遊戲》入圍影帝，兩人也先後完成人終身大事。艾迪去年底娶了漢娜白沙維，班奈狄克今年和懷孕的蘇菲杭特完婚，昨雙雙帶著嬌妻踏上紅毯。訂婚３年多的珍妮佛安妮斯頓昨擔任頒獎人，帶著未婚夫賈斯汀塞洛克斯出席；主持人尼爾派屈克哈里斯也帶著去年結婚的大衛柏卡曬恩愛。以《鳥人》入圍女配角的艾瑪史東，男友安德魯加菲正在台灣拍攝《沉默》，她乾脆帶媽媽走紅毯；因《格雷的五十道陰影》暴紅的達可妲強生，也和金球影后媽媽梅蘭妮葛莉芬母女行。今年因演技獎項缺乏黑人演員入圍受抨擊，典禮有許多橋段是為黑人演員設計，主持人哈里斯還在台下故意點名被視為遺珠的《逐夢大道》黑人演員大衛奧伊洛起來念稿，誇他「英國口音」好聽；《逐夢》主題曲〈光榮之路〉獲得最佳原創歌曲時，全場人熱烈掌聲，也是對該片致敬。不過今年所有入圍最佳影片的電影，人人有獎，「分獎」意圖明顯。,中國時報
2015,2,28,奧斯卡愁家 模仿 逐夢 力拚票房,奧斯卡獎曲終人散，幾家歡樂幾家愁。一度來勢洶洶，最後各只抱回最佳改編劇本和原創歌曲獎的「模仿遊戲」和「逐夢大道」，正在台灣上映，希望能藉以往累積的口碑，衝出亮麗票房。以英國電腦之父艾倫圖靈協助破解納粹作戰密碼為背景的「模仿遊戲」，獲8項提名，包括最佳影片和男主角，無奈聲勢始終略遜「鳥人」和「愛的萬物論」，加上和「愛」片都以英國人為主角，分散了票源。負責發行「模仿遊戲」的溫斯坦兄弟是業界公認的造勢大師，曾讓「王者之聲」逆轉擊敗「社群網戰」。本屆頒獎前，「模仿遊戲」主角班奈迪克康柏拜區拋出有色人種演員遭歧視的話題，獲得「逐夢大道」大衛歐洛沃聲援，一搭一唱，吸引不少注意與爭議。雖然「模仿遊戲」編導演水準均屬一流，但終究不是「王者之聲」，「鳥人」也不是「社群網戰」，逆轉失敗，只能說非戰之罪。大衛歐洛沃沒入圍最佳男主角，讓奧斯卡惹來近年來最白的爭議。但因去年「自由之心」大放異彩，「逐夢大道」今年受委屈，也就不那麼令人意外了。,聯合報
2015,2,28,小珍妮佛槓導演 片場高分貝叫罵,缺席奧斯卡頒獎的珍妮佛勞倫斯，傳在新戲「Joy」片場被撞見和導演大衛歐羅素高分貝互罵，大衛正是以「派特的幸福劇本」將她捧上影后寶座的恩人，彼此是第3度合作，難道她真的「大頭病」發作？電影公司說法是導演在幫她培養一場用力罵人戲的情緒。珍妮佛勞倫斯年紀輕輕就大紅大紫，大衛歐羅素絕對是貴人，大衛用她取代抽不出檔期的安海瑟薇演出「派特的幸福劇本」，使她成為奧斯卡影后，接下來又以「瞞天大佈局」提名金像獎女配角，「Joy」中她則飾演發明神奇拖把，就此一夕致富的單親媽媽，被看好有機會再爭取獎項。照理共事多回，不應在片場起衝突，但大衛之前拍片也曾陸續得罪喬治柯隆尼、莉莉湯姆林等，不無可能又因細故惹火演員，珍妮佛則尚未有任何表示。,聯合報
2015,2,25,尼爾裸身主持 黃子佼去年就脫,尼爾派屈克哈里斯日前在奧斯卡頒獎典禮，裸露全身僅穿一條白內褲上台，仿「鳥人」男主角米高基頓在電影中的橋段，成為當晚典禮最吸睛的環節之一。但裸露上身主持典禮，尼爾並非第一人，去年「金馬51」黃子佼也裸上身、著海龍蛙兵的紅色小短褲開場，被網友誇：「尼爾抄你在尼爾派屈克哈里斯日前在奧斯卡頒獎典禮，裸露全身僅穿一條白內褲上台，仿「鳥人」男主角米高基頓在電影中的橋段，成為當晚典禮最吸睛的環節之一。但裸露上身主持典禮，尼爾並非第一人，去年「金馬51」黃子佼也裸上身、著海龍蛙兵的紅色小短褲開場，被網友誇：「尼爾抄你在尼爾派屈克哈里斯日前在奧斯卡頒獎典禮，裸露全身僅穿一條白內褲上台，仿「鳥人」男主角米高基頓在電影中的橋段，成為當晚典禮最吸睛的環節之一。但裸露上身主持典禮，尼爾並非第一人，去年「金馬51」黃子佼也裸上身、著海龍蛙兵的紅色小短褲開場，被網友誇：「尼爾抄你在頒獎典禮脫光光。」已是典禮脫衣先驅的黃則謙稱：「都是學陳建斌啦。」不過尼爾比黃子佼更大膽，直接穿著內褲走上台主持、獨自脫口秀，黃子佼則坐在布景上，與落跑影帝阮經天有詼諧互動。未來敢犧牲色相、再裸露獨自登台嗎？黃子佼笑稱：「有點害羞，畢竟站起來時，肚子會下垂，坐時還能吸氣遮掩。」但敬業的黃，絕對敢為專業犧牲，黃說：「哏要拋得順其自然，就看電影圈今年交啥出來。」,聯合報
2015,2,25,女星好戲難得 男星一路吃香,成為奧斯卡得主是不少演藝工作者的目標，卻不常有人認真分析，得獎是否真能改變自己的事業與收入？根據歐美獎項分析家與研究報告的看法，好萊塢性別不平等也嚴重影響奧斯卡帝后及最佳男女配角的後續發展，獲獎男星大概有8成可望身價上揚，女星卻未必能夠一飛沖天。長年觀察奧斯卡的美國知名女部落客莎夏史東認為，不見得是獎座為藝人帶來實質的幫助，如去年最佳女配角露琵塔妮詠奧，從無名新人瞬間變媒體寵兒，還加入最新「星際大戰」續集，若非小金人得主恐怕連試鏡的可能都沒有。同樣是最佳女配角，奧斯卡帶給安海瑟薇的卻是負面影響，外界嫌她的表現太矯情，她從美國甜心變成最討人厭的女星，她反而曝光減少。這讓與她同年得獎的珍妮佛勞倫斯戒慎恐懼，怕自己也招人反感，去年「瞞天大佈局」角逐最佳女配角時擺明了不想連年拿獎，支持露琵塔勝出，要減低各方可能的反彈。據統計女星平均得到第一座小金人約36歲，按照好萊塢遊戲規則，這歲數已快要無法吸引電影觀眾買票，中年女星愈來愈難得到量身打造的好戲，男星則不同，年近半百繼續演第一主角的大有人在。今年影后茱莉安摩爾是54歲，已經替珍妮佛勞倫斯在「飢餓遊戲」系列抬轎，要比獲獎前更風光的機會不大。德高望重的梅莉史翠普是唯一可以不用擔心的，卻也因她把為數稀少的中老年女性好角色全都搶光，其他人更難有發揮的機會。,聯合報
2015,2,24,還好…主持人有亮點,尼爾派屈克哈里斯是史上第一位穿內褲的奧斯卡主持人。尼爾派屈克哈里斯是史上第一位穿內褲的奧斯卡主持人。曾經主持百老匯東尼獎、電視艾美獎頒獎典禮的同志男星尼爾派屈克哈里斯，接下本屆奧斯卡頒獎主持人的重責大任，一如預期有開場歌舞秀及個人式的笑話，甚至還為了諧仿大贏家「鳥人」情節，成為史上第一位只穿內褲、裸出上身和大腿的奧斯卡主持人，可惜評價不如上一屆號召群星自拍又叫外賣披薩的艾倫狄珍妮絲。本屆頒獎好幾位得獎人在台上發表政治宣言，把氣氛弄得嚴肅，表演節目也驚喜不多，女神卡卡改唱經典音樂片「真善美」名曲倒是被認為一大亮點。今年奧斯卡所有演技獎入圍者全是白人，被炮轟缺乏「種族多元性」，描述黑人民運領袖金恩博士生前參與投票法案大遊行歷史事件的「逐夢大道」只獲最佳影片與電影歌曲提名，更被支持者拿來作為「奧斯卡太白」的證明，尼爾派屈克哈里斯一出場就笑言今晚要榮耀好萊塢最好的和最白的（whitest），隨即表示自己口誤，是表揚最閃亮的（brightest），直接拿爭議點開刀。「逐夢大道」歌曲「Glory」獲得大獎，合作此曲的凡夫俗子與約翰傳奇的得獎感言，毫不意外充滿政治味，前者提到要獻給在法國為言論自由挺身而出、在香港爭取民主的人們，把「查理周刊」與「佔中」都涵蓋進去，最佳紀錄片「第四公民」聚焦史諾登事件，導演領獎再次重申對史諾登出面揭發政府監控醜行導致逃離美國受俄國政治庇護的犧牲感到敬佩，尼爾派屈克哈里斯雖搞笑表示：「史諾登今晚為了『某些因素』不能到場。」無法沖淡政治話題的敏感。,聯合報
2015,2,24,有了J.K.西蒙斯 進擊才成戲,美國資深男星J.K.西蒙斯並非一般觀眾熟知的A咖，卻在多年的劇場、電視劇演出磨練成一身雄厚的實力，就算不演主角都十足搶戲，在「進擊的鼓手」更將為逼學生成器、不惜走極端的惡魔教師，演得光芒四射，獲得奧斯卡最佳男配角實至名歸。在上台發表答謝詞時，「魔鬼教師」瞬間變成「愛家暖男」，J.K.西蒙斯沒有念出一長串的感謝名單，只有數度謝謝結婚多年妻子的支持陪伴，誇孩子們跟媽媽一樣好，還要觀眾趕快打電話跟爸媽說愛他們。J.K.西蒙斯本名強納森金波西蒙斯，最早待過劇團，也曾在百老匯的舊戲新演「紅男綠女」、「天上人間」等擔綱，演技與歌喉都受到肯定。他在小螢幕「法網遊龍」系列飾演為紐約警局服務的心理醫師 ，在觀眾心目中有專業、值得信賴的形象，同時間又在HBO的限制級影集「Oz」演活邪惡、令人生畏的監獄老大，正反派表演都傳神。「進擊的鼓手」描述男主角初進著名音樂學院就蒙名師垂青，加入對方旗下樂團後才被種種高壓的手段逼得性格大變、精神失控，J.K.西蒙斯飾演的資深教師，堅信只有用最殘酷的方法逼壓學生，才能訓練出不世出的奇才。J.K.西蒙斯在「蜘蛛人」三部曲的罵人功力此片更發揮到極致，連觀眾都可以感受到強大的壓力，除了講話尖刻嚇人，還會賞學生巴掌，將他們自尊心徹底踐踏，就有奧斯卡投票會員坦言，J.K.西蒙斯就等於這部電影，沒有他影片無法成立，最佳男配角不做第二人想。,聯合報
2015,2,24,派翠西亞女權感言 梅姨叫好,「年少時代」劇照。最佳女配角「年少時代」劇照。出身自演藝世家的美國女星派翠西亞艾奎特，以「年少時代」中爛桃花不斷的母親一角勇奪奧斯卡最佳女配角。她發表得獎感言時，呼籲全美國女性應得到和男性平等的權利，台下女性大聲叫好，連手下敗將梅莉史翠普與頒獎嘉賓珍妮佛洛佩茲都用力鼓掌，梅莉甚至用手指著台上的她，情緒明顯高昂。在「年少時代」中，派翠西亞扮演的媽媽是個高學歷的教師，偏偏幾段感情都沒有太愉快的下場，突顯女性就算有聰明才智也未必能有完美人生，派翠西亞的真實遭遇讓她在詮釋情感破裂的情節特別細膩，早就贏遍一堆影評人大獎，連向來是得獎高手的「魔法黑森林」梅莉史翠普，這次從頭到尾氣勢都被她壓過。派翠西亞感謝自己的親人與「年少時代」中相處了十二年的家人，接著話鋒一轉，開始向所有母親、美國的納稅人與公民呼籲，認為大家努力爭取平權已久，該是時候再團結起來，一次達成全美女性和男性權利平等，女權宣言聽得在場女星們熱烈鼓掌。好萊塢是出了名的男尊女卑，去年底索尼影業被駭案還顯示即便當紅如影后珍妮佛勞倫斯，片酬還是沒有同片男星高，也難怪女性來賓們同仇敵愾。派翠西亞艾奎特的祖父與父親都是電視喜劇男星，大姐羅珊娜更是八〇年代前期走紅的女星，曾主演「碧海藍天」等名片。她剛入行時不甚順遂，雖然首部電影「半夜鬼上床3：猛鬼逛街」就已是女主角之一，卻未能一炮而紅。熬了七年才在昆汀塔倫提諾編劇的「絕命大煞星」和克里斯汀史萊特演活一對亡命鴛鴦，初嘗成名滋味。她並未就此成為商業大片紅牌，反倒是獨立製片喜歡的演技派女星，和提姆波頓、大衛林區等名導都有合作。,聯合報
2015,2,24,民歌新唱 啟動世代溝通,昨天的奧斯卡頒獎典禮，美國流行音樂天后女神卡卡一改奇特，真摯細膩的演唱電影真善美組曲，曲罷茱莉安德魯斯出現舞台，與驚喜的卡卡深深擁抱。這一刻，「Sound of Music」不再只是悠揚老歌，而是足以跨代傳唱的經典。代間差異，在流行音樂上向來明顯。台灣的中年父母可為孩子適應「聽起來都差不多」的偶像歌手，青少年卻不見得想認識讓爸媽情不自禁的民歌。通俗音樂裡，熟齡人是耳朵寂寞的一群，高度渴望被歌曲撫慰，機會卻相當稀微。然而就在奧斯卡的前一天，台北小巨蛋一場民歌四十演唱會，這群中年人用瘋狂的擁戴向自己的青春致敬，也傳達出「民歌經濟」的深厚潛力。這些在民歌四十演唱會裡，把上萬個座位填滿逾八成的大叔大嬸，有股天然呆的氣質。他們呼朋引伴而來，不計較花大錢買票現場音響卻模糊又炸耳，不在乎當年的好聲音降了兩個key依然力不從心；對台上的指令更是言聽計從，螢幕上一寫「請把手機燈光打開」，馬上點點燈海毫不含糊。每一首，他們都忘情跟唱，笑淚齊發。台灣的熟齡人不但寂寞，更是辛苦的「卡卡族」，站在世代交替的快轉區，上一代要你順從，下一代對你鬼吼；職場上老被嫌lag，一說到創意就沒你的分。當不被了解的孤獨遇到了民歌譜成的虛擬實境，二次青春大爆發。那終於找到默契的興奮滿足，花多少錢換都心甘情願。民歌攻進巨蛋雖是個值得注意的指標，但除了用消費換懷舊，相信真心愛民歌的人，更希望好旋律能被下一代接棒傳唱。一如女神卡卡唱真善美，音樂始終是最適合的跨代溝通媒介。同為中年民歌同好，我固然喜歡聽民歌手原音重現，但也很期待聽到陳綺貞彈唱陳明韶的浮雲遊子，蔡健雅用輕熟女的智慧嗓音詮釋蔡琴的抉擇，林俊傑的真摯純淨說不定適合李泰祥的一條日光大道…民歌，本不必被小朋友隔離為老歌。只要有人願意邁出互動的第一步，隨著詞曲的娓娓道來，將有更多年輕人取得那把代間溝通的鑰匙，貼心理解上一代美好的生命經驗，與心心念念的純真年代。,聯合報
2014,3,8,《MTV電影獎入圍揭曉》 珍妮佛來「4」洶洶搶影后 李奧納多狼拚馬修爭帝,「華爾街之狼」的李奧納多狄卡皮歐（右）與瑪格羅比分別獲得個人演技獎提名。珍妮佛勞倫斯（右）與喬許哈契森在「飢餓遊戲2：星火燎原」出生入死，雙雙獲得MTV電影獎提名。（龍祥提供）珍妮佛勞倫斯（右）與喬許哈契森在「飢餓遊戲2：星火燎原」出生入死，雙雙獲得MTV電影獎提名。2014 MTV電影獎入圍名單揭曉，在本屆奧斯卡摃龜的「瞞天大佈局」、「華爾街之狼」搖身變成大贏家，各入圍8項；「飢餓遊戲2：星火燎原」以7項提名居次；珍妮佛安妮斯頓主演的喜劇「全家就是米家」則以6項提名緊追在後。新科奧斯卡影帝馬修麥康納再下一城，入圍MTV電影獎最佳男演員。（威視提供）新科奧斯卡影帝馬修麥康納再下一城，入圍MTV電影獎最佳男演員。珍妮佛勞倫斯以「瞞天大佈局」、「飢餓遊戲2」拿下4項個人提名，包括最佳女演員、最佳吻戲（與艾美亞當斯）、最佳打鬥、最佳音樂橋段，最為風光。其他的影后入圍者還有「瞞天大佈局」艾美亞當斯、「全家就是米家」安妮斯頓、「地心引力」珊卓布拉克、「自由之心」露碧塔諾詠。李奧納多狄卡皮歐在本屆奧斯卡輸給馬修麥康納，沒想到兩人又要在觀眾票選的MTV電影獎上捉對廝殺，分別以「華爾街之狼」、「藥命俱樂部」入圍最佳男演員，其他的競爭者還包括「瞞天大佈局」布萊德利古柏、「自由之心」吉維托艾吉佛、「飢餓遊戲2」喬許哈契森。「華爾街之狼」的美艷女星瑪格羅比則獲最佳突破新人提名。,自由時報
2014,3,8,蜘蛛人毀血癌病童奧斯卡夢 急喊冤,「蜘蛛人」安德魯加菲爾德被爆耍大牌，他原本要跟5歲病童「蝙蝠小子」麥爾斯史考特一起出席本屆奧斯卡獎，卻因為安德魯不喜歡自己的台詞，最後竟拒絕登台，讓麥爾斯失望透頂！不過安德魯的發言人出面為他喊冤：「這是謊言，是節目製作單位把這個橋段拉掉的。」安德魯被瞎爆破壞好事身為新一代「蜘蛛人」男主角，安德魯人氣正夯，如今傳出他原本要跟病童一起出席奧斯卡獎，卻因故臨陣喊卡。5歲的麥爾斯是血癌患者，慈善團體「美夢成真基金會」曾幫助他實現當超級英雄的夢想，讓他穿上蝙蝠裝，與舊金山當地的警察一起出任務，他也因此獲得「蝙蝠小子」的封號。根據節目製作單位的安排，麥爾斯本來要在奧斯卡頒獎典禮上被安德魯正式封為「蝙蝠小子」，但外傳兩人彩排時，安德魯卻因為不滿製作單位為他準備的台詞，突然決定「不幹了」，掉頭就走，令在場工作人員傻眼！製作單位臨時取消橋段對此，安德魯的發言人趕緊澄清：「這是負責掌管節目的人做的決定，他們覺得此橋段跟典禮調性不合，才臨時把它抽掉。」美國影藝學院也證實了這項說法。據說安德魯其實很疼麥爾斯，他週一特地陪麥爾斯暢遊迪士尼樂園，還買禮物送他，希望藉以彌補麥爾斯無法登台的遺憾。此外，珍妮佛勞倫斯在奧斯卡獎2度跌跤也引發熱議，連新科最佳男配角傑瑞李透都說：「我開始懷疑那是不是裝出來的？」暗指珍妮佛演很大。,自由時報
2014,3,7,李奧納多淚光閃閃 飛烏克蘭街頭抗議？,珍妮佛勞倫斯今年沒得奧斯卡獎，卻反而如釋重負；她還很擔心自己摔跤被當成是演的。李奧納多狄卡皮歐在奧斯卡典禮空手而歸，又被網友嘲笑，於是火速飛到戰火壟罩的烏克蘭，上街頭抗議？其實這只是一個長得很像李奧納多的人，但已有1萬多位網友轉貼這張照片。網友猛嘲笑 媒體給溫暖網友把李奧納多在影帝揭曉時的畫面截圖，嘲笑他雙眼泛淚，還要努力隱藏情緒，不能被大家發現他很失落。不過也有影評人給他溫暖，洛杉磯時報就指出：「他還需要小金人去證明他是一個好演員嗎？」時代雜誌則認為他以「華爾街之狼」的製片與演員雙重身份入圍，又還有「大亨小傳」參賽，證明他正處於藝術生涯的新高峰。勞倫斯沒得獎 如釋重負今年以「瞞天大佈局」贏得金球獎最佳女配角的珍妮佛勞倫斯，卻在奧斯卡輸給「自由之心」的露碧塔諾詠。勞倫斯不但不難過，還反而如釋重負，因為她很擔心會像安海瑟威一樣，因為運勢太強而被人討厭。就連勞倫斯在紅毯上摔跤，也擔心被當成是套好的，因為她去年領獎時才在樓梯上摔跤。勞倫斯摔跤 怕被當噱頭她摔跤後在紅毯受訪表示：「希望沒人拍到，因為我真的很擔心被當成噱頭。我不知道怎麼這麼快就發生了，我根本還沒走到媒體區。我的車外有個三角錐，我就絆倒了。」結果網路上真的有人在討論她是演的，可見她的擔憂不是杞人憂天。,自由時報
2014,3,6,亂開裘莉露碧塔玩笑 雀兒喜挨轟種族歧視,雀兒喜韓德勒常發言針對安吉莉娜裘莉、布萊德彼特，這次又拿裘莉及露碧塔諾詠開玩笑，被網友批是種族歧視。美國脫口秀主持人雀兒喜韓德勒開玩笑出包！她在「自由之心」女配角露碧塔諾詠獲獎後，在推特上PO文：「安吉莉娜裘莉遞出收養申請囉！＃露碧塔諾詠＃奧斯卡」馬上遭網友抨擊「種族歧視」。安妮斯頓姊妹淘 愛針對布裘開砲雀兒喜是珍妮佛安妮斯頓的姊妹淘，之前就很喜歡針對布裘「放砲」，還曾直指裘莉是賤女人，但她這次反而炸到自己，事後她連忙打圓場，表示：「我不是種族歧視者，我和很多黑人約過會，這樣我很難跟他們交代」但網友仍不留情指她「令人作嘔」、「可恥」，讓向來口無遮欄的她踢到大鐵板。珍妮佛被笑不爽 嗆聲傑瑞李透今年奧斯卡敗給露碧塔諾詠的珍妮佛勞倫斯連續兩年在奧斯卡跌倒，她當晚上台頒獎時朝觀眾席狠嗆：「你在笑什麼？」讓許多電視機前的觀眾一頭霧水；原來她是對著大笑的傑瑞李透嗆聲，傑瑞李透後來解釋是因為看到主持人艾倫狄珍妮在旁邊模仿珍妮佛跌倒，才忍不住大笑。之前喊話想放假的珍妮佛沒拿獎卻依然很夯，「飢餓遊戲」片商老闆放話近期內沒辦法讓她休假，看來除非珍妮佛學思嘉喬安森「帶種」，近期內應該無法休息。,自由時報
2014,3,4,凱特封后 全場起立致敬,凱特布蘭琪毫無意外的以「藍色茉莉」贏得奧斯卡影后。眾望所歸的凱特布蘭琪以「藍色茉莉」封后，面對全場起立致敬，她開玩笑說：「你們太老了，快坐下。」藍色茉莉拿下第38個影后「藍色茉莉」已讓凱特橫掃38個影后獎，她飾演一個習慣「睜一隻眼、閉一隻眼」的紐約貴婦，依附老公活在自己想像的世界裡。落難並未讓她堅強，只讓最不堪的人性黑暗面浮現。她詮釋這樣一個不討喜的角色，卻能讓觀眾看到自己。凱特6度入圍奧斯卡從澳洲劇場起家的布蘭琪，感謝劇場給了她許多養分，並強調澳洲充滿影劇人才。她也感謝了結婚17年的澳洲編劇老公安德魯阿普頓，以及3個兒子。凱特曾6度入圍奧斯卡獎，早在1998年就以「伊莉莎白」驚艷影壇。她在影后獎輸給「莎翁情史」的葛妮絲派特蘿，被視為最大遺珠。更有人直指凱特只是輸在她是澳洲人，而葛妮絲則贏在強力公關造勢。2008年凱特還同時以古人與男人的角色，入圍奧斯卡影后與女配角，她在「伊莉莎白：輝煌年代」飾演熟齡的伊莉莎白女皇，入圍最佳女主角；「搖滾啟示錄」請來6位演員詮釋鮑布狄倫的不同面向，唯一女扮男裝的凱特竟入圍了最佳女配角。,自由時報
2014,3,4,艾倫揪團自拍推爆 來自三星的厲害行銷,艾倫狄珍妮拿手機與群星玩自拍，並將照片放上推特，令網友瘋傳，也為手機打廣告。本屆奧斯卡主持人艾倫狄珍妮再度展現幽默及機智，她除了善用與台下群星互動的梗，還從自己的女同志身分發展出獨特笑點，逗樂群星之餘，也不會得罪人，將玩笑開得淋漓盡致，又無傷大雅。艾倫狄珍妮搞笑點披薩給群星吃，之後又要求大家付錢贊助奧斯卡，但據三星表示，他們只提供產品，並未要求節目製作單位做任何形式的產品曝光，因此群星玩自拍一事，並非他們所能預期。艾倫除了跟群星玩自拍，還搞笑點披薩跟大家分享，令現場影星飢腸轆轆，顧不得自己身處好萊塢A級殿堂，紛紛跟艾倫討披薩吃。熱心的小布幫艾倫遞紙盤，孝順的傑瑞李透則幫媽媽要披薩來吃；這些大明星真情流露，為今年的頒獎典禮增色不少，但大家吃披薩的梗也令人懷疑，披薩公司是否也有置入性行銷？,自由時報
2014,3,4,傑瑞李透抱小金人 向烏克蘭人民喊話,傑瑞李透在奧斯卡得獎時發表了感人致詞，向烏克蘭及委內瑞拉人民致意。傑瑞李透以「藥命俱樂部」中激瘦又變裝的精彩演出，拿下今年奧斯卡最佳男配角獎，他發表得獎感言時更特意向身處武力威脅的烏克蘭及委內瑞拉人民致意。傑瑞李透首次入圍就得獎，他在電影中除了減重15公斤，更全程以女裝扮相演出，在奧斯卡前就被看好拿獎，他在台上感謝獨力扶養他和哥哥夏儂長大的母親，也向飽受愛滋折磨而喪命的3600萬人致意，他說：「給所有因為自身或所愛的人而受到不公義對待的人們，我與你們同在。」最後傑瑞李透感性表示：「給身處烏克蘭或是委內瑞拉那些懷抱夢想的人們，我想讓你們知道我們在這裡，當你們正在奮力實現夢想，為不可能而努力時，我們沒有忘記你們。」他的致詞也讓全場來賓為之感動，熱烈鼓掌。,自由時報
2014,3,4,紅毯花絮 裘莉要拍照 小布半蹲閃一邊,「小布」布萊德彼特與未婚妻安吉莉娜裘莉昨天在奧斯卡合體，再度成為紅毯焦點，小布對裘莉向來疼愛有加，在紅毯上更不惜「矮化」自己好讓裘莉風光上鏡！外媒昨天捕捉到小布在紅毯上蹲低身體退開，把紅毯讓給裘莉拍照的畫面，展現小布對裘莉盡在不言中的愛，鏡頭裡外都超閃。,自由時報
2014,3,2,艾瑪砸3萬6護臉蛋 薇諾娜穿300元舊衣,艾瑪史東雖沒入圍奧斯卡，也要美麗出席頒獎典禮。買的舊衣出席奧斯卡，最近也曾穿著10幾年前出席電影首映時的舊衣，參加西恩潘的慈善晚宴。,自由時報
2014,3,2,《奧斯卡明天頒獎》李奧納多「魅」登峰 珍妮佛美麗無敵,李奧納多狄卡皮歐在「華爾街之狼」中狂放演出，當選最有魅力的男性入圍者。奧斯卡前各種酒會、派對成為明星露臉絕佳時機，入圍者紛紛從全球各地往好萊塢聚集，以「自由之心」嶄露頭角的露碧塔諾詠和法國氣質演員茱莉蝶兒等女星，昨天都出席了奧斯卡前的電影女性派對，入圍最佳女配角的露碧塔聲勢後來居上，被視為去年影后珍妮佛勞倫斯的勁敵。而日本動畫「風起」的監製鈴木敏夫也已抵達奧斯卡的接待處。珍妮佛太辣 大佈局本尊搖頭李奧納多和珍妮佛得獎呼聲不低，但也都遭逢勁敵，不過仍是多數影迷心中最有魅力和最美麗的入圍者，李奧納多在民調中擁有高達40％的支持率，而去年的影后珍妮佛更是豔冠群芳，逾6成投票者覺得她最美，搶盡眾入圍女星鋒頭。珍妮佛的美除了有民調支持，連「瞞天大佈局」的故事主人翁都擋不住，89歲的梅爾偉恩柏格是克里斯汀貝爾飾演角色的本尊，他笑說電影裡的人妻珍妮佛竟然比「小三」艾美亞當斯還要火辣，實在太不合理了。,自由時報
