年,月,日,標題,內容,報社
2012,2,28,梅姨驚呼Oh my god 鐵娘子驚險逆轉勝,梅莉史翠普打敗原本呼聲最高的薇歐拉戴維斯，奧斯卡2度封后。！」頓時台下來賓全部起立鼓掌，畢竟這是梅姨繼1983年的「蘇菲亞的選擇」後第2次封后，這些年來她在奧斯卡頒獎典禮台下坐了14次的冷板凳，熬得也夠久了，台下影人無不給梅姨報以最熱烈的掌聲！梅姨自嘲：「可能會有一半的美國人對我拿獎有意見，會說：『怎麼又是她？』不過，是我又怎樣，管他的！」她感性地說：「首先我要先謝謝我的老公，因為我不想在發表感言的尾聲，匆促地感謝我的丈夫。唐，我生命中最珍重的就是你。」梅姨接著感謝跟她合作30年的化妝師傑羅伊荷倫，兩人從「蘇菲亞的選擇」就開始合作到現在，默契十足。梅姨最後表示：「謝謝各位新舊朋友，在這裡的或不在人世的，感謝你們的友誼和愛。」,自由時報
2012,2,28,奧斯卡３帝１后 演活政治人物,綜觀歷屆奧斯卡的最佳男女主角，有很多得主都是靠演繹政治人物獲得矚目，征服電影獎評審。除了本屆影后「梅姨」梅莉史翠普，另外海倫米蘭、柯林佛斯都是因為扮演英國皇室或政治人物而嶄露頭角，也因此順利登上奧斯卡帝后寶座。海倫米蘭 英國女王最佳代言人梅姨在「鐵娘子：堅固柔情」演活了英國前首相柴契爾夫人。柴契爾夫人從70年代到90年初活躍於英國政壇，讓台灣許多4、5、6年級生記憶猶新，而且柴契爾夫人本尊仍健在，所以要演出她的傳記電影，不免會被觀眾放大比較。不過梅姨的精湛演技通過了影迷這一關，雖然有影評認為此片像是梅姨的個人演技秀，她的表演比電影本身還強，外傳柴契爾夫人拒看此片，但美國影藝學院會員似乎認為以梅姨目前在影壇的地位，她絕對應得第2座奧斯卡影后。海倫米蘭也將英國女王伊莉莎白2世詮釋得相當出色。她跟本尊曾見過面，自己也被受封為英國女爵，在英國人民心目中，她就是英國女王的最佳代言人。柯林佛斯 惠塔克 班金斯利稱帝柯林佛斯去年以英國國王喬治6世的角色稱帝，佛瑞斯惠塔克、班金斯利也分別以歷史上著名的政治領袖阿敏、甘地摘下奧斯卡影帝，這些人物雖已走進歷史，但這3位演員以卓越的演技將他們注入新的生命力，接連獲得奧斯卡青睞，可謂實至名歸。,自由時報
2012,2,28,最佳影片幕後推手-大藝術家鍍金 溫斯坦巧妙布局,靠著美國發行商溫斯坦公司的慧眼與精密布局，「大藝術家」囊括各大影展獎項。記者鄒念祖／特稿製作人湯瑪士朗曼的全球票房，而5座奧斯卡獎又將替這部片的票房繼續加溫。有前例 王者之聲成功登頂去年哈維溫斯坦也是靠著他的公關運作，讓他買進的英國片「王者之聲」打敗原本呼聲頗高的「社群網戰」，在奧斯卡贏得影片、導演、影帝等4項大獎。「王者之聲」的成本也是1500萬美金，光是美國票房就有1.3億美金，獎項票房雙贏。捨大影展 不讓觀眾被誤導溫斯坦在2011年1月的日舞影展看了「大藝術家」後，便慧眼買下美國版權，然後讓它在5月的坎城影展開幕前2天，非常神奇的從觀摩片轉為競賽片，放映後反應熱烈，台灣還有2家發行商在搶版權，男主角尚杜賈丹也贏得坎城影帝。「大藝術家」在祖國坎城影展打完了漂亮的一仗後，北美首映選擇了知名度較低，位於科羅拉多的泰路萊德影展，而非北美最大的多倫多影展。因為溫斯坦希望觀眾與影評同時看片，讓觀眾第一時間感受它的魅力，才不會被影評誤導為一部沉悶的黑白片。得獎加持 票房三級跳「大藝術家」先於11月底在紐約與洛杉磯的幾間戲院上映，隨著各大影評人獎與金球獎頒獎，逐步增加上映規模。1月24日奧斯卡入圍揭曉後，「大藝術家」的票房就開始雙倍攀升。今年溫斯坦公司的代理影片總共得到16項奧斯卡提名，讓梅莉史翠普贏得影后的英國片「鐵娘子：堅固柔情」，以及讓蜜雪兒威廉斯入圍影后的「夢露與我的浪漫週記」，也都由溫斯坦公司取得美國發行權。,自由時報
2012,2,28,馬克早洩名單失準,今年奧斯卡有一顆老鼠屎，美國影星馬克華柏格在頒獎典禮前2天聲稱他從計票單位獲知得獎名單，不過昨天才頒到第3個獎最佳服裝設計，馬克的早洩名單就失準，他說會由「雨果的冒險」獲獎，真正得主卻是「大藝術家」。馬克大膽指出影后將由「姊妹」的薇歐拉戴維斯獲得，英國賭盤賠率也在一天內翻轉。梅莉史翠普這幾天的心情猶如洗三溫暖，從大熱門變第2名，又在揭曉時刻突圍獲獎。,自由時報
2012,2,28,鐵娘子變臉 逼真老妝有一套,「鐵娘子：堅固柔情」不但將「梅姨」梅莉史翠普推上奧斯卡后座，片中鬼斧神工的化妝技術也獲得評審青睞，榮獲本屆奧斯卡最佳化妝。梅姨在電影一開場以80幾歲的老妝登場，逼真的程度令許多觀眾嚇了一跳，直呼太神奇了！加入爆牙元素 梅姨更像本尊梅姨在「鐵娘子：堅固柔情」精準飾演英國前首相柴契爾夫人，從她的中年演到老，不論樣貌、聲音、腔調、姿態、甚至連臉部神情都演得很到位，除了拜梅姨的演技之賜外，化妝師傑羅伊荷倫也功不可沒。如果把柴契爾夫人本尊跟梅姨的版本拿來比一比，除了髮型、眉型、服裝等比較好調整的部分外，化妝師還特別為梅姨加入「爆牙」的元素，此方法果然讓梅姨更貼近本尊的臉型。戴上假臉皮 皺紋更清楚除了臉型要像柴契爾夫人，梅姨逼真的老妝是傑羅伊荷倫的另一項任務。他利用「翻模」的技術，以梅姨的臉型為基礎做出假的老人臉皮，讓梅姨戴上這層假皮後，呈現出更自然的老態，臉上的皺紋也顯得更清楚。反觀台灣的特殊化妝工業，雖然有越來越多年輕的人才從英國、美國學得技術，回到台灣貢獻己力，但礙於台灣電影製作的經費限制、化妝材料的匱乏，讓這些人才無法發揮所長，非常可惜。台灣電影界的資深化妝師林美玲，作品包括「賽德克‧巴萊」、「命運化妝師」，有感而發表示：「台灣做翻模的很少，特殊化妝的材料又很貴，而且做特殊化妝的機會不多，這是我們現在所面臨的問題。」特殊化妝 要翻模材料貴如果要做好一個精緻的老妝，材料及技術費用動不動就要上萬元，對預算有限的台片劇組來說的確是個負擔，所以國內的特殊化妝師都會想盡辦法在有限的資源裡，做出效果最好的作品。,自由時報
2012,2,27,華柏格惡搞 奧斯卡得主慘早洩,馬克華柏格洩密，提早將奧斯卡得獎名單公諸於世。好萊塢男星馬克華柏格惡搞奧斯卡！他聲稱事先得知本屆奧斯卡得獎名單，肆無忌憚地公布最佳影片得主是「大藝術家」，尚杜賈丹和薇歐拉戴維斯將稱帝封后！會計師事務所洩機密 華柏格亂爆料華柏格時常語不驚人死不休，他今年1月發表「我可以阻止911劫機發生」言論，引發各界撻伐，沒想到他沒學到教訓，在奧斯卡頒獎前1天洩漏得獎名單。華柏格向英國媒體「哈芬頓郵報」透露，他有朋友在知名會計師事務所「PwC」上班，這家事務所為美國影藝學院計票及管理得獎名單長達78年，不料今年卻洩漏風聲，還傳到「大嘴巴」華柏格耳裡，害本屆奧斯卡得主早洩。普拉瑪最老男配 奧塔薇雅抱女配華柏格說：「這不是我在預測誰會得獎；我知道誰確定會得獎。」根據他的說法，「大藝術家」將拿下最佳影片和最佳男主角，「姊妹」薇歐拉將打敗「梅姨」梅莉史翠普拿下最佳女主角，「新手人生」克里斯多夫普拉瑪與「姊妹」奧塔薇雅史班森則並列最佳男女配角。華柏格洩漏的得獎名單不只是演員獎項，他還補充說：「『變形金剛3』會得最佳音效剪輯，『雨果的冒險』會摘下最佳服裝、美術和攝影。」「阿湯哥」湯姆克魯斯、安吉莉娜裘莉、小勞勃道尼、葛妮絲派特蘿等A咖這幾天都忙著為奧斯卡彩排。究竟華柏格洩露的名單正不正確？今早登場的第84屆奧斯卡頒獎典禮便見分曉。台視將在今天早上8點轉播典禮盛況，STAR MOVIES及Star World將於8點30分轉播。,自由時報
2012,2,26,奧斯卡帝1夯杜賈丹 凱薩獎吃癟,「大藝術家」的尚杜賈丹是賭盤最看好的影帝。如果賭「繼承人生」的喬治克隆尼得獎，下注者有機會小賺一點。第84屆奧斯卡頒獎典禮將於台北時間週一早上舉行，英國賭盤看好「大藝術家」得最佳影片，賠率1.05，若賭它得獎，每1元只能回收1.05元。影后最看好「姊妹」的薇歐拉戴維斯，男主角則由「大藝術家」尚杜賈丹領先，但法國自家的凱薩獎卻很不給他面子，沒讓他抱回影帝獎。杜賈丹強壓克隆尼 薇歐拉勝梅姨從賭盤來看，今年男女主角都是兩強相爭，沒有壓倒性的贏家，也比較值得一賭。杜賈丹有「法國的喬治克隆尼」之稱，賭盤賠率是1.67，賭1塊只能拿回1.67塊；以「繼承人生」入圍的喬治克隆尼則是2.10，萬一他得獎，賭1塊還可以拿回2.10塊。以「鐵娘子：堅固柔情」入圍的「梅姨」梅莉史翠普，賠率是2.20，小輸薇歐拉的1.61賠率。兩人曾合演2009年的「誘惑」，雙雙入圍奧斯卡女主角與女配角摃龜。接下來梅姨將與另一位奧斯卡影后茱莉亞蘿勃茲演母女，這將是兩人首度合作，將東尼獎得獎舞台劇「August： Osage County」改拍為電影。普拉瑪橫掃各獎 奧塔薇雅獎聲高賭盤最看好的最佳女配角是「姊妹」的奧塔薇雅史班森，最不值得一賭的則是最佳男配角，「新手人生」的克里斯多夫普拉瑪飾演一位罹患癌症而向兒子出櫃的同志，已橫掃各大獎項，賠率低到只有1.02。普拉瑪是「真善美」的男主角，從未得過奧斯卡，今年82歲的他若順利得獎，將打破「溫馨接送情」潔西卡譚頓的80歲得獎紀錄，成為奧斯卡最老的得獎者。至於以「心靈鑰匙」入圍男配角的麥斯馮西度，比普拉瑪大8個月，今年4月就要83歲。他是英瑪柏格曼的御用演員，也是「大法師」裡幫忙驅魔的老神父，在「心靈鑰匙」挑戰一個遭逢心理創傷而從此不再說話的角色，不靠言語就極度感人。,自由時報
2012,2,29,蘋論：懷舊反擊電腦特效,回歸到純真年代但今年有點反常。入圍和得獎的作品反而較傾向於歐洲的藝術電影，不是一般的通俗娛樂片。原因可能是這10多年來電影過度使用電腦特效科技，使人反而成為配角，替真正主角──電腦的虛擬實境打工。在眾人看膩了高科技的數位合成及3D影片之後，回歸到電影的「純真年代」，那個古典人文氣息以關懷人、感動人為主旨的拍片年代。今年這些參展影片是電影人企圖從電腦手中搶回解釋人生的藝術權力，而對電腦效果展開的一次反撲。今年入圍和得獎影片共同的特質就是懷舊。「懷舊」的概念最早在17世紀由奧地利醫師所提出，針對異地征戰的士兵，因思鄉情切在異鄉看到家鄉城鎮的病態幻覺所命名。19世紀後，懷舊的意義改變成對過去黃金時代產生憧憬，是對「現代化」的反動，並將過去的記憶透過女性論述與形象加以美化、浪漫化與陰柔化。在當代的文化研究中，懷舊成為對「現代主義」和「現代化」反制的抗拒行為。懷舊特別出現在電影的敘事裡，人們在電影中透過懷舊的方式重回現場，因此懷舊能形成一種意欲改寫歷史的張力，使得懷舊得以衍生出一種特殊的磁場與心理力量。科技片震耳欲聾今年奧斯卡的入圍與得獎懷舊影片有《午夜．巴黎》、《姊妹》、《大藝術家》、《雨果的冒險》、《戰馬》，連《鐵娘子：堅固柔情》在換代迅速的現在，也多少散發出1980年代的懷舊氣氛。席捲5座大獎的《大藝術家》甚至全片黑白拍攝，回到默片時代，男主角都默不作聲。等進步到有聲電影時代，男主角竟難以適應到連話都說不出來，諷刺現在震耳欲聾、不重視內涵的音響科技電影。近年來像《阿凡達》、《變形金剛》、《世界末日》、《決戰異世界》等賣座電影，靠的不是裡面的男女主角，而是震撼觀眾的電腦特效。好看是好看，但欠缺了人的氣息和人文的感受。奧斯卡獎的評審終於受不了了，對惟科技本位主義電影的反擊，就是讓懷舊片回到主流市場。,蘋果日報
2012,2,28,尚杜加汀首位奧斯卡法國影帝 梅莉史翠普 2封后,梅莉出道逾30年，1980年以《克拉瑪對克拉瑪》《姊妹》◎最佳動畫：《飆風雷哥》(Rango)◎最佳外語片：《分居風暴》(A Separation)伊朗◎最佳服裝設計：《大藝術家》◎最佳藝術指導：《雨果的冒險》(Hugo)◎最佳攝影：《雨果的冒險》◎最佳音效：《雨果的冒險》◎最佳音效剪輯：《雨果的冒險》◎最佳視覺特效：《雨果的冒險》◎最佳剪輯：《龍紋身的女孩》(The Girl with the Dragon Tattoo)◎最佳改編劇本：《繼承人生》(The Descendants)◎最佳原著劇本：《午夜．巴黎》(Midnight in Paris)◎最佳化妝：《鐵娘子：堅固柔情》◎最佳電影配樂：《大藝術家》◎最佳電影歌曲：●《青蛙布偶秀》(The Muppets，暫譯)主題曲●《人或布偶》(Man or Muppet，暫譯)◎最佳動畫短片：《墨瑞斯先生的奇幻飛行書》(The Fantastic Flying Books of Mr. Morris Lessmore，暫譯)◎最佳短片：《海岸》(The Shore，暫譯)◎最佳紀錄片：《所向披靡》(Undefeated，暫譯)◎最佳紀錄短片：《整修門面》(Saving Face，暫譯)◎終身成就獎：詹姆斯厄爾瓊斯(James Earl Jones),蘋果日報
2012,2,28,奧斯卡紅毯 蝴蝶鑽突圍 蜜雪兒威廉斯 奪時尚花魁,本報越洋採訪美國知名時尚版主 Tina Craig（陳尚婷）、台灣天后造型師陳孫華，並集結美國《InStyle》和《哈潑》兩大時尚雜誌評比，選出本屆星光大道「衣Ｑ榜」。蜜雪兒以Louis Vuitton的復古禮服，搭配30克拉鑽石項鍊，腰間佩戴19世紀的古董蝴蝶別針，豔光四射，榮登「衣」姊。陳孫華誇讚：「紅色禮服襯托她的雪白肌膚，腰間蝴蝶鑽飾畫龍點睛。」Tina也認為：「蜜雪兒的禮服搭配俐落金髮，俏皮時髦，粉紅手拿包很出色。」紅毯亞軍是新生代女星艾瑪史東，她的Giambattista Valli 訂製服領口的蝴蝶結別致復古，Tina認為：「她不靠裸露，朱紅禮服搭配紅髮，穿出好氣質。」魯妮瑪拉和蜜拉喬娃維琪並列季軍，魯妮以《龍紋身的女孩》競逐影后敗北，但時尚品味大獲肯定，陳孫華說：「魯妮穿Givenchy的白色禮服，有一股叛逆態度，堪稱『黑暗版奧黛莉赫本』。」蜜拉首踏奧斯卡紅毯，竟以３年前的Elie Saab秋冬訂製服首戰奏捷。Tina表示：「今年白色禮服特別多，但蜜拉的亮片裝飾最美。」陳孫華也認同：「單肩禮服襯托好身材，髮型自然有型。」梅莉裘莉星光災難入圍影帝的克魯尼帶前摔角選手新歡史黛西出席，搞笑說：「她沒穿衣服，金裝是噴上去的。」被虧晚上可帶兩尊小金人回家，曾獲最佳男配角的他笑答：「我已有一尊了。」影后梅莉史翠普演技佳，服裝品味卻令人不敢恭維，金色禮服以環保材質製成，Tina形容她「穿睡袍出門」，陳孫華也說：「看起來很廉價，宛如行動小金人。」安潔莉娜裘莉以Atelier Versace禮服，搭7500萬元台幣鑽飾，卻惡評如潮。Tina說：「她瘦得像骷顱，撐不起禮服，不斷露大腿，像脫衣舞孃。」陳孫華表示：「裘莉站姿風塵味太重，像站壁女郎。」前年影后珊卓布拉克也入3醜行列，Tina說她的禮服「像從凱撒宮賭場偷來的」，陳孫華認為上身太寬鬆，看來很壯碩。,蘋果日報
2012,3,1,梅姨奪獎發佛心 以敵手薇拉之名捐58萬,新出爐的奧斯卡影后梅莉史翠普（梅姨），真是佛心來的，雖打敗強敵薇拉戴維斯，仍處處關愛這位後輩。得獎的第二天，她馬上就以薇拉的名義，捐出2萬美金（約58萬台幣）給她家鄉的一所學校和一間圖書館，成就影壇一段佳話。奧斯卡賽前多數媒體都看好薇拉奪金，連梅姨自己都認為該頒給薇拉，最後卻是自己得獎，高興之餘也將心比心，得知好友常捐錢給故鄉的一家破產圖書館和財務困難學校，二話不說就以薇拉之名，各捐出1萬美金，幫她回饋家鄉，令人感動。事實上，梅姨和老公多年來一直默默捐助需要幫助的團體，每年都捐出至少百萬美金（約2900萬台幣）。可能是好心有好報，《鐵娘子：堅固柔情》在台上映4天，就創全台1400萬台幣的高票房，大勝其他奧斯卡入圍影片。,中國時報
2012,2,29,李冰冰東方美人魚 美媒叫她第一名,李冰冰出席奧斯卡相關活動，禮服一套換過一套，令媒體目不暇給，她成功吸睛，在美國眾多時尚網站排行榜均入選TOP10，知名時尚網站「styleite.com」更將她在奧斯卡紅毯上的「美人魚裝」評為10佳之首，葛妮絲派特洛白色素雅禮服排名第二，影后梅莉史翠普金光閃閃深Ｖ戰袍則排名第５。,中國時報
2012,2,29,梅姨腳踩Ferragamo 向佘契爾致敬,梅莉史翠普（梅姨）以《鐵娘子：堅固柔情》中飾演的英國前首相佘契爾夫人一角，勇奪奧斯卡影后，雖未見過佘契爾本人，但仍心懷感激，出席奧斯卡的造型，也細心向佘契爾致敬。她的高跟鞋是佘契爾過去最愛穿的品牌Ferragamo作品，金色禮服則是好友柯林佛斯的太太所發起的環保禮服系列作品。對於服裝選擇，她說：「我想佘契爾夫人應該會贊同的，你不覺得嗎？」梅姨平日生活規律從不跑趴，也難得賞臉出席奧斯卡會後晚會，與柯林佛斯、珊卓布拉克等好友擁抱親吻慶祝得獎。但她在《鐵娘子》之後最新露臉的作品，竟然將是在脫口秀主持人吉米奇摩最新的綜藝短片中，戴上達利的假鬍子，與湯姆漢克、海倫米蘭、夏莉茲賽隆、喬治克魯尼等人一同搞笑演出。《大藝術家》的新科影帝尚杜夏丹，則在「登基」後暴紅，次日帶著妻小回巴黎，大群粉絲要求簽名。,中國時報
2012,2,28,自嘲史翠普疲乏 影后台下落淚 史上最高17次入圍、14次槓龜 演鐵娘子難度高 觀眾嘆如特技 曾率好萊塢女演員嗆劇本爭片酬,六十二歲的梅莉史翠普在電影《鐵娘子：堅固柔情》中飾演英國前首相佘契爾夫人，讓她今年第十七次入圍奧斯卡，寫下奧斯卡演員獎中最高的入圍紀錄。當然，她十四次槓龜紀錄也無人能及。連她領獎時，都自嘲地說：「當他們宣布我的名字時，我心想，有半數美國人心裡大概都在想『喔，不要吧，又是她…』！」史翠普飾演政治女強人佘契爾夫人，堅強形象深植人心，連獲獎致詞時都幽默自嘲，忍住不讓眼淚掉下來。但到了後台，淚水關不住，透露了近卅年未獲奧斯卡評審青睞的心情。她在《鐵娘子》中的高難度演出，讓許多觀眾大嘆是特技。但她本次的封后之路，不如想像中順遂。曾在電影《誘．惑》中合作演出的好友薇歐拉戴維斯以《姊妹》與她不斷拉鋸，日前並在對奧斯卡演員獎最具指標性的「銀幕演員工會獎」奪下影后。影壇臆測，梅姨恐再槓龜。她會擔心嗎？她說：「喔不，我已擁有我生命中夢想的一切。其實我了解那種『史翠普疲乏』，我很驚訝大家可以克服這種感覺而把獎頒給我。」她戲裡扮鐵娘子，私下也有鋼鐵般的意志。一九七六年《大金剛》中，潔西卡蘭琪飾演的美女角色，她曾試鏡。當時，製片羅倫提斯當面轉頭以義大利語對兒子說：「幹麼把這隻豬送來給我看！這女人醜死了！」不料她是語言天才，當場以義語回：「很遺憾我讓你失望了。」把製片嚇得半死。九○年代中期，她更率領一票女演員抗議好萊塢劇本都以男人為主、歧視女性，也曾大聲抗議片酬不如男性。這種鋼鐵般的鬥志，她不演鐵娘子，誰更適合？拿了獎，她特別感謝雕刻家老公一路相伴，以及從《克拉瑪對克拉瑪》與她合作至今的化妝師，兩人今年終於靠佘契爾一角雙獲獎。她說，從未見過佘契爾本人，角色全靠想像，擁有大量自由空間，卻也需對歷史負責。她面對槓龜雖然總雍容大度，其實也難掩在乎，今年穿了全身金色禮服出席，來勢洶洶地把自己打扮成小金人：「我心想，我已經這麼老又過時了。但當他們叫你的名字，你還是會眼前頓時一片空白，感覺自己又像個小孩；我第一次得獎時（一九八○年）根本還是個小孩。」。,中國時報
2012,2,28,《鐵娘子》痴呆入鏡 英批殘忍,第八十四屆奧斯卡獎的最佳女主角獎由《鐵娘子》一片中飾演英國前首相佘契爾夫人的美國演員梅莉史翠普奪得。面對《鐵娘子》一片在世界舞台展現光彩，英國各界感受卻十分分歧。英國輿論多肯定梅莉史翠普的演技，但由一位美國人來演出英國前首相，以及未能全面描繪佘契爾在一九七九年到一九九○年，在位期間的政經政策和對英國造成的影響，反而透過映像強調她罹患老年癡呆症的光景，英國社會多所微詞。佘契爾夫人本人和家人始終拒絕觀看本片。女兒卡洛透露，影片開拍前，梅莉曾要求與佘契爾夫人見面，但遭回拒。卡洛說，她和兄長馬克都收到《鐵娘子》在倫敦首映的邀請，但他們「沒有興趣」參加，「我們的母親也不會觀看這部電影。」影片中某些場景把這位前首相塑造成一個罹患老年痴呆症的老婦，在英國朝野爭議不斷，甚至鬧進下議院內。多位英國議員認為，這部影片對佘契爾夫人形象塑造「冒昧且不公正」。佘契爾夫人任內的前閣員也指責該片對高齡八十六歲的佘契爾夫人過於「殘忍」；佘契爾夫人從未像電影中那樣「半歇斯底里」，更不是一個情緒化的女性。首相卡麥隆肯定梅莉在《鐵娘子》一片中「神乎其技」的演出。但質疑說，這部影片要表現的似乎是一個癡呆老婦，而非一名了不起的英國首相。佘契爾夫人傳記的授權作者、英國《每日電訊報》前總編輯查爾斯摩爾也表示，把一個活生生的人描寫成老年痴呆症患者，是極不厚道的做法。英國廣大的電影觀眾也有不同意見。左翼觀眾對片未批評佘契爾夫人極右的政策主張，感到不滿；支持保守黨的右翼觀眾則認為，這部片子再度提醒他們當年為什麼支持佘契爾政府。一九九○年代後出生，從未歷經過佘契爾時代的年輕人多指出，《鐵娘子》讓他們對佘契爾夫人感到無限同情。,中國時報
2012,2,28,《大藝術家》5項大獎最大贏家 睽違29年 梅莉史翠普再鍍金,第八十四屆奧斯卡頒獎典禮於台灣時間廿七日早上頒發，以黑白默片形式拍攝的《大藝術家》勇奪最佳影片、導演、男主角等五項大獎，成為本屆最大贏家！《雨果的冒險》雖以五座小金人打平，但都為技術獎項。眾望所歸的梅莉史翠普，則以《鐵娘子：堅固柔情》中的英國前首相佘契爾夫人一角，在睽違廿九年後，再嘗到奧斯卡封后滋味。本次奧斯卡創了很多紀錄。其中，梅莉史翠普從影卅五年，只拿過兩次奧斯卡，繼一九八○年《克拉瑪對克拉瑪》奪最佳女配角，以及一九八三年《蘇菲亞的選擇》獲頒影后至今，已長達廿九年與小金人無緣。且從一九八三年上次得獎至今，已槓龜十二次，終於在本屆奧斯卡以《鐵娘子：堅固柔情》鍍金（女主角、配角共入圍十七次，包含這次共三次得獎）。史翠普的三座小金人，讓她終於打平了英格麗褒曼、傑克尼柯遜與華特柏尼曼等人保持的紀錄，只有凱薩琳赫本的史上四座小金人贏她。她獲獎時激動不已，全場為了這個公認遲來的肯定起立致敬，宛如頒發終身成就獎，她也開玩笑自嘆：「我想我以後大概沒機會再得了。」《大藝術家》這部片則創造了奧斯卡史上第二次默片得獎，和首次有法國籍影帝尚杜夏丹的紀錄。該片雖由法國導演米榭哈札納維奇編導，全片卻在美國洛杉磯取景，以黑白默片復古形式，透過默片巨星的生涯起落，道出好萊塢從一九二○到一九三○年代，由默片過渡到有聲電影的時代變革。適逢全球電影工業正面臨著從膠片到數位、從２Ｄ到３Ｄ的時代轉折，彷彿意在言外地以古諷今。高齡八十二歲的老牌演員克里斯多夫普拉瑪，因飾演老年出櫃的同志角色，而獲頒遲來的首座小金人，他成為奧斯卡史上年紀最大的演員獲獎者，有意思的是，他的獲獎作品就叫《新手人生》。以黑人種族歧視為題材的《姊妹》，雖然女主角薇歐拉戴維斯飲恨敗給梅莉史翠普，但女配角奧塔薇亞史賓賽仍順利奪下女配角獎。伊朗電影《分居風暴》，則繼柏林影展金熊獎等國際大獎後，首度為伊朗在奧斯卡奪下最佳外語片，這也是一項新紀錄。（相關新聞刊Ａ３、Ｄ１至Ｄ４）。,中國時報
2012,2,28,《奧斯卡電影推薦》《雨果》3D獲好評 《大藝術家》獨樹一格,"本屆奧斯卡的重要必看電影，非屬《大藝術家》、《雨果的冒險》和《鐵娘子：堅固柔情》莫屬，前兩部電影各拿下最多的５個獎項，《鐵娘子》的梅莉史翠普，則在驚濤駭浪下，贏過《姊妹》的薇拉戴維斯，到底厲害在哪裡，得要親眼看過電影才能見分曉。《大》片從編、導、演到製作心思都別樹一格，在現今光影技術已屆登峰造極，華麗的CG跟誇張的3D與日俱增的現實下，居然出現這種零對白、沒色彩的電影，感覺有點離經叛道，但確實與眾不同，尤其它強調演員肢體動作以至畫面結構和聲效的重要性，難怪備受推崇。導演米歇爾和男主角尚杜夏丹因《大》片為世人所識，其實這對哥倆好早於2006年便合作，憑顛覆典型特務片的《OSS117：Cairo,NestofSpies》笑破觀眾肚皮。電影女主角貝芮妮絲貝喬也因此跟導演相識相戀，再度成為《大》片女主角，難怪３人默契十足。《雨果》被媒體讚譽為繼《阿凡達》之後最棒的3D電影，導演馬丁史柯西斯說：「這更像一部我寫給電影的一封情書。雨果令我想起1945年只有３歲的我，罹患哮喘…我家人常帶我去看電影，即使到15歲我仍被禁止做很多事，於是我開始在家畫畫、拍電影，當我看到《雨果》中這個男孩被危險世界隔離的故事時，真的被它深深吸引…。」而說《鐵娘子》的梅莉史翠普是出盡百分之兩百的功力，演得恍如真人上身不為過，她的方法演技已爐火純青，尤其片中她還從30歲一路演到80多歲，老年失智症的自然演技更是超凡。",中國時報
2012,2,28,82歲最老綠葉向小金人告白 普拉瑪：這些年，你躲哪去了？ 《姊妹》女僕奪女配 奧塔薇亞淚灑舞台,同志角色往往是演員獲得奧斯卡的捷徑，繼湯姆漢克、希拉蕊史溫克、夏莉茲賽隆等人之後，高齡82歲的老牌莎劇演員克里斯多夫普拉瑪，在《新手人生》中飾演老年罹癌後向兒子出櫃的同志角色，終於奪下他從影60年來的首座奧斯卡，成奧斯卡史上年紀最大的演員獲獎者，他說：「全世界演員都一樣，不論是同性戀或異性戀。同志演員可以演異性戀角色，反過來當然也可以。」謝妻：她該得諾貝爾獎克里斯多夫普拉瑪早年以1965年的《真善美》最為人熟知，卻直到去年才以《為愛起程》首度入圍奧斯卡，今年更以《新手人生》得獎無數，小金人早被視為囊中物。他的謝辭睿智雋永，成整晚最感人的片段。他幽默看著手中的第84屆小金人獎座說：「親愛的，你只比我大兩歲啊，這些年來，你都躲到哪裡去了呢？」他年輕時風流成性，直到第三任妻子才定下來，因此他特別感謝他「長期受苦」的妻子：「她拯救了我生命中的每一天，她應該要獲頒一座諾貝爾和平獎。」得女配角獎全場起立有趣的是，他雖高齡82歲，但多倫多大學的教授研究，稱金像獎得主可以比那些沒入圍過奧斯卡的人，還多活好幾年！也就是包括他和梅莉史翠普、尚杜夏丹，可以比人更長壽，克里斯多夫普拉瑪如今有小金人在握，可以高枕無憂、多活幾年了。電影《姊妹》中的女配角奧塔薇亞史賓塞，飾演一名性格剛烈卻又善良心軟的女僕，呼聲最高且順利奪獎，但她無法像前輩普拉瑪這麼鎮定。她獲獎時，全場起立，顯示她眾望所歸，她激動地哭到無法言語，事後特別感謝史蒂芬史匹柏，因該片由史匹柏的夢工廠製作：「他可以找任何一個明星來演，卻讓導演泰特泰勒用了我這個名不見經傳的人。我希望我可以成為一個希望的象徵，特別因為我不是傳統的好萊塢美女。」。,中國時報
