年,月,日,標題,內容,報社,關鍵字
2013,2,27,《都會時評》謝謝李安與他的《少年PI》,相信前天很多人像李安的母親ㄧ樣，守在電視機前屏息以待，當頒獎人宣布第八十五屆奧斯卡金像獎最佳導演是李安，就像當年台灣人熬夜看少棒隊在威廉波特拿下冠軍ㄧ樣，全國歡騰喜悅！李安感謝台灣，台灣才要謝謝他，特別是台中市，有機會和大導演寫紀錄。李安籌拍《少年PI》四年，除了造浪、動畫等視覺效果不容易外，加上這是一部刻畫孤獨不知與誰搏鬥、某種程度可說是導演李安的獨白，卻不失商業片趣味的電影，困難度比美國本土好萊塢電影高。台中市府出資五千萬補助《少年PI》的造浪池，劇照出爐，有民代揶揄只看見一隻老虎和一條船。相信李安不會放在心上，雪中送炭少、錦上添花多很尋常，何況《少年PI》不是主題明顯又熱鬧的片。上映時李安也說，希望觀眾喜歡這部片，不會覺得是部奇怪的電影；前天《少年PI》拿下四獎項，贏了入圍最多的《林肯》，是本屆奧斯卡最大贏家，想必《少年PI》應該是找到不少知音。台中市很幸運有機會和李安寫下紀錄，也見識了一部電影奮鬥的過程，刻苦與榮耀像在一瞬間。李安謝謝電影神、謝謝台灣，台灣也真得謝謝他以及他的夫人，讓全國觀眾也跟著快樂了一天。,中國時報,{}
2013,2,27,龍應台：李安 台灣60年文化縮影 在劍橋大學演說中表示 李安的成長過程 除反映文化多元外 也融合了對不同統治者的反抗與磨合(2-2),國家文藝基金會董事長宏碁創辦人施振榮在「中部國藝之友」成立大會中表示，科技、人文結合最佳見證，就是李安《少年PI的奇幻漂流》，創造出感動人心的作品，李安是真正的台灣之光，也期許企業界成為藝文界的天使。國藝會號召中台灣的三百多位老闆組成「中部國藝之友」，昨天施振榮主持成立大會。適逢李安在奧斯卡金像獎奪大獎，成為喜氣焦點。施振榮說，《少年PI的奇幻漂流》是科技和人文激盪出火花，藝術不只需要美感和創造力，更要有企業經營的精神，以社會企業的模式經營藝文事業，建立生生不息的機制，創造社會價值。施振榮表示，國藝會就是建構藝企攜手的平台。企業界協助藝文跨入市場，對社會產生影響，這也是企業的責任。他定位自己的未來是成為「社會企業家」，希望創造超越科技的影響力。,中國時報,{}
2013,2,27,龍應台：李安 台灣60年文化縮影 在劍橋大學演說中表示 李安的成長過程 除反映文化多元外 也融合了對不同統治者的反抗與磨合(2-1),文化部長龍應台廿六日在英國劍橋大學演講表示，剛奪得奧斯卡金像獎的李安的成長過程，正是台灣六十年來文化發展的縮影；而今天台灣的民主和公民社會，則是一個不斷檢討，持續醞釀，辛苦且一直在行進中的過程。龍應台廿六日以《醞釀中的公民社會》（CivilSocityintheMaking）為題，在劍橋大學舉行公開演說，吸引了許多來自中外和兩岸三地的聽眾，尤其演講是在台灣導演李安剛獲得奧斯卡最佳導演後舉行，現場的華人聽眾都顯得很亢奮。龍應台表示，李安是華人世界的驕傲，他的成長過程，正是台灣六十年來文化發展的縮影。李安出生在南台灣屏東潮洲，十歲前在花蓮師範附小跟著原住民孩子們，以八個孩子一組的方式接受美式實驗教育；十歲後李安在台南公園國小讀書，第一次實際領受到罰跪、打耳光，還要跟老師道謝的日式震撼教育。成長過程當中，李安還面對了外省籍的中學校長父親的威嚴強大，那種混雜了父子親情和對抗的經驗。龍應台說，李安所有的電影，其實都在闡述成長的過程，而李安的成長背景，除了反映台灣文化的多元外，同時融合了台灣人對不同的統治者，包括與中國國民黨的反抗與磨合。龍應台指出，台灣是當今華文世界中唯一真正享有自由的國家，但這是台灣經過數次大轉型才得到的，包括從一九五○年的戒嚴到一九八七年的解嚴；從一九九二年廢除刑法一百條，到一九九九年出版法廢止，「不是不勞而獲，而是台灣人民經過千辛萬苦爭取來的。」龍應台表示，一個開放成熟的公民社會只有在民主自由的環境中才能成長，並且是一個不斷檢討醞釀的過程。她表示，台灣人在八○年代爭取自由時，以為民主是靜態的東西，爭取到就擁有了，「可是民主自由是永無止境，是一個隨時自我檢討的過程。」台灣的民主和文化經驗，可以做為中國大陸建立公民社會的借鏡，那就是追求自由，永遠沒有終點站。,中國時報,{}
2013,2,27,《熱門話題》李安留在台灣也能得獎？,恭喜李安在幾部看似「政治正確」的強敵環伺下，依舊獲得奧斯卡金像獎；這樣的榮耀，從台灣民眾在臉書上的狂烈分享，可以感受到舉國歡騰的熱烈欣喜。然而在閱覽李安的生命歷程時，讓人不禁思索，「倘若李安沒有離開台灣呢？」父親身為明星高中校長，但大學聯考落榜二次，最後轉進戲劇科系的李安，即便是在今日，也不會是社會眼中的「成功人士」，更不用說到了美國沉寂數年差點在岳父勸說支持下開了餐館，以及落寞下試圖學習電腦當起工程師。若李安當時留在台灣，在遇到這些關鍵時刻之際，妥協了社會與家庭所期待的壓力，走上台灣體制下「政治正確」的道路，今日，或許我們就無法如此驕傲。今日看到李安得獎消息出來時，我想起今年大學學測出來前，某位長輩義正嚴詞的說了句：「管他考得怎樣，反正上了大學就開始準備公務員考試就對了」。在全國同慶李安得獎之時，或許也該想想，我們的社會與教育未來究竟想要走上什麼樣的道路？而我們是否也在不知不覺中扼殺了許多未來的「李安」？。,中國時報,{}
2013,2,27,新科影帝30年演19部片 受古典劇訓練 被《計程車司機》震懾 戴路易斯捨莎劇演員拍美國電影,55歲的英國演員丹尼爾戴路易斯，30年演員生涯只主演了19部電影，卻在本屆奧斯卡中創下３度稱帝的歷史紀錄。他總是謙恭有禮，面對讚譽常顯得驚慌失措，刻意與人保持著距離，他耳垂上閃亮著耳環，謙恭與叛逆、古典與前衛，令人難以捉摸他真實的容貌。父親是英國桂冠詩人他出生愛爾蘭家庭，父親是英國桂冠詩人，他成長於南倫敦中產階級的格林威治區。由於母親的猶太血統與較好的家境，讓他飽受霸凌。但暗藏在血脈的演員細胞，使他學會了當地口音與街頭混混的言行，加入幫派鬥狠偷竊，遊走法律邊緣，他自稱是自己的首次演出。他常描述他選擇角色的過程，並非他在挑選，而是角色選上他，以近乎物理引力的吸力，將他吸引到人物世界運行的軌道中。他先問自己能為這部電影貢獻多少，盡力說服自己不要接，若長時間仍無法放下角色，才會接演。史蒂芬史匹柏就花了12年才說服他演《林肯》，自嘲比跟老婆求婚還難。他19歲時，看了馬丁史柯西斯導演、勞勃狄尼洛主演的《計程車司機》，被片中內剖的力量震懾，決定要成為美式演員，而非他自小接受古典戲劇訓練應成為的莎士比亞劇演員。當時英國認為演員唯一能有的成就，就是成為莎劇演員，電影演員不入流，美國電影演員更讓人嗤之以鼻，但他擇善固執，展開電影演員之路。演戲有如心理療程演戲讓他著迷之處，是如心理療程般，在探索人物內心的同時，也發現自己未知的部分。以近病態的專注力與持續力，長時間投入角色建立，用他傳奇式的演技在在讓人目不轉睛。飾演林肯夫人的莎莉菲爾德說：「一般演員都認為自己可以演得比別人好，但看到他的演出時，每個人只會互問，到底他是怎麼辦到的？」。,中國時報,{'耳環': 1}
2013,2,26,3D技術不只是裝飾 李安無敵 創造奧斯卡No.1 華裔2度摘導演獎 文化隔閡反成優勢,李安是「台灣之光」，也是華裔導演的「No.1」！他作品至今共10部，寫下全球傲人的得獎紀錄，2005年以《斷背山》拿下奧斯卡最佳導演獎，寫下亞裔導演首例，25日在第85屆奧斯卡再以《少年PI的奇幻漂流》２度勇奪導演小金人，也締造奧斯卡史上首位拍攝3D電影獲得最佳導演獎的紀錄，更讓3D技術不再只是電影裝飾。李安的電影不僅得獎，票房也賣座，2001年奧斯卡最佳外語片《臥虎藏龍》，票房1.28億美金（約38億台幣），寫下「外語片在美國最佳票房」紀錄，也讓一向看電影不愛看字幕的老美，為瘋看《臥虎藏龍》改變根深柢固的觀影習慣。他也是第一個在美國導演公會獎獲得最佳導演殊榮的亞裔導演，2001年以《臥虎藏龍》拿獎，2005年再靠《斷背山》２度獲獎；他在金球獎兩度獲得最佳導演獎，也是華裔導演第一人。20年征服國際大獎《斷背山》在世界各地榮獲許多最佳影片獎和最佳導演獎，共贏得71個獎項，除在紐約影評人協會、洛杉磯影評人協會、金球獎、英國奧斯卡獎、美國製片人協會等組織獲得最佳影片獎，又獲得世界３大影展之一的威尼斯影展金獅獎。他也是史上第一位兩度在威尼斯影展、柏林影展獲獎的亞裔導演，1993年的《喜宴》勇奪柏林影展金熊獎，1995年再以《理性與感性》２度擒金熊獎；《斷背山》和《色，戒》則兩度勇奪威尼斯影展金獅獎。長達20年不斷得獎，不勝枚舉。用新人不迷信大牌李安拍片不迷信大牌演員，《臥虎藏龍》大膽起用新人章子怡，拍《斷背山》挑選當時還是小牌的傑克基倫霍、希斯雷傑、安海瑟薇，拍《色，戒》又重用純新人湯唯，這些演員目前都成為全球影壇的一線明星，證明他獨具慧眼。非美籍導演闖蕩好萊塢和國際影壇多年，李安昨得獎後表示，文化隔閡帶來的劣勢，其實也可以變成一種優勢，「就拍電影而言，沒人能拍得比美國更嫻熟，我拍《理性與感性》的時候，一句英文都說不連貫，但有時弱勢會成為優勢，我來的地方有著完全不一樣的文化，這其實帶給我不小的優勢，能夠將我們的文化融合進入另一種文化。」。,中國時報,{}
2013,2,26,昔炮轟補助《PI》 中市議員改口:5000萬花得值得,台中市補助李安5000萬，曾引發議員謝志忠、蔡雅玲質疑不見市花、市鳥，有如汪洋中一條船。甚至和李安簽訂保密條款後，議員黃國書還爆料公布造浪池照片，諷刺「說穿了就是個大水池，不具觀光價值」，恐將成「夢想家」第二，現在小金人加持，居然改口「5000萬花得太有價值！」「我怎麼會反對台灣之光李安！」謝志忠昨委屈的說，強調當初並非反對李安，而是針對補助影視業善盡為民眾荷包把關的責任，《悲情城市》、《陣頭》、《海角七號》都達到行銷城市效果，「《少年PI》更讓台灣與有榮焉」。蔡雅玲之前被批評後，改口說：「我其實也還滿喜歡李安的啦！像他之前拍的《變臉》就看過了很多次，拍攝手法真的很棒！」但《變臉》導演是吳宇森，張冠李戴，再添一樁笑柄。黃國書昨說，他到造浪池搭道具船後，體驗12水閘門創造千變萬幻濤天巨浪後，認為補助5000萬城市行銷很有價值，台中市應用李安榮獲奧斯卡大獎的光環，乘機做全球行銷。「李安來拍片傳承高水準拍攝電影技術和精神，水湳經貿園區規畫中台灣電影基地，應做出更具體規畫和計畫，不要只是曇花一現，短時間的熱潮就太可惜了，執行力最重要。」。,中國時報,{}
2013,2,26,李安「我愛妳」謝妻 李崗:好意外 徐立功:悶葫蘆終於放膽表達情感,李安以《少年PI》勇奪第２座奧斯卡最佳導演獎，在台上感謝妻子林惠嘉，並用英文當著全球觀眾對她說出「我愛妳」，首度公開流露夫妻深情。弟弟李崗在台北看到轉播不敢相信：「有點意外，因為他們平常不會講這個的吧。他們的關係比較像馬英九跟周美青那樣。」李安個性溫文儒雅、溫和敦厚，林惠嘉則爽朗強勢、瀟灑果決，與馬英九和周美青的夫妻組合宛如翻版。兩位妻子都是年輕開始一路支持丈夫完成夢想，如今丈夫功成名就，妻子堅持簡樸低調。也因此林惠嘉對周美青格外惺惺相惜，曾為支持她而專程返台投馬英九一票。但林惠嘉昨在台下看到李安公開感謝她，當場流露尷尬又竊喜的可愛表情，道出不為外人知的鶼鰈情深。台灣全民期待李安得獎，近40家媒體昨都擠著陪李崗家人看轉播。李崗為此乾脆把媽媽接來台北，全家人都到他的電影公司與媒體一起看轉播。李安得獎時全場歡聲雷動，李媽媽也興奮地一直鼓掌，激動地眼眶泛淚，雖然為兒子驕傲，很高興兒子對國家有貢獻，李安也在美國媒體簇擁中，不忘先打越洋電話向媽媽報喜，媽媽還是心疼他最近日夜操勞。李安雖飲恨最佳影片，但李崗說，《少年PI》在他心中仍然是藝術成就最高的最佳影片，絕不是因兄弟才力挺，「人家能給我們這麼多獎，已經裡子面子都夠了。」和李安合作《推手》等４部華語片的電影人徐立功，最最驚喜的也是李安在台上對太太說「我愛妳」，「他一直是個悶葫蘆，終於跟太太大膽的說愛妳，懂得適切的表達情感。」他還說，李安的導演水平真的最高，得獎實至名歸。「他是很特別的導演，對演員的掌握度高，對影像與表演的結合也拿捏得恰到好處，要讓西方人看到東方的哲理，還要兼顧視覺與特效，真的不容易。」和李安合作《臥虎藏龍》的編劇蔡國榮昨說：「《臥虎藏龍》、《少年PI》得導演獎，證明他真的是奇葩！從他的作品可看到他不斷自我挑戰，展現很強的創作力，《少年PI》證明他突破《阿凡達》等3D電影，讓特效不再僅是電影裝飾，讓他把特效當奇幻旅程的想法獲肯定。」。,中國時報,{}
2013,2,26,李安印度敬語致謝 印度民眾感動,李安獲最佳導演獎，致詞時除講中文「謝謝」，還說了印度敬語「Namaste（梵文詞，我向你內在的神性致敬）」，令印度民眾欣喜若狂！印度最知名的英文雜誌《IndiaToday（今日印度）》報導，他致詞不忘提到首次演戲的印度少年蘇瑞吉沙瑪，刻意讓典禮鏡頭拍攝到蘇瑞吉，還以印度語結束謝詞，是榮耀印度的重大時刻。多位寶萊塢明星在推特感謝李安，「他的演說提到印度，是多麼珍貴」、「他還記得講『Namaste』，我們應該向您回敬禮呀」、「《少年PI》講印度少年的故事，卻要呈現不可思議的視覺特效，我們愛蘇瑞吉，李安是天才。」。,中國時報,{}
2013,2,26,胡志強贈榮譽市民:李安還台灣公道,《少年PI的奇幻漂流》時而平靜無波，時而怒吼成驚濤駭浪的大海，出自台灣游泳池營造業者薛義森，讓全球最先進的好萊塢見識到「我們是最棒的」！台中市長胡志強25日說，李安得獎實至名歸，也還台灣一個公道，等李安回台，要頒發榮譽市民獎章給大導演。胡志強昨在台北振興醫院為「開心」手術複檢，和妻子邵曉鈴、女兒胡婷婷、兒子丁丁一起看電視轉播，他說，李安參加典禮前打電話給他，強調得獎一定在台上感謝台中，他回「不用啦！不用啦！」沒想到李安真的在台上謝謝台中市，醫院響起歡呼聲。一手催生《少年PI》，他想打造「Taillywood（台萊塢）」，更鼓勵馬英九總統看這部電影，趣稱「看完了就成為PresidentPI（派總統）」，有碰到再大危險還是可以克服困難、脫離苦海的啟發。馬英九總統昨透過我駐洛杉磯代表處發出賀電，表示國人在第一時間分享李安在國際最閃耀、最傲人的表現，「台灣以你為榮。」據轉述，馬總統一獲知，立即興奮地與幕僚分享前年他拜訪《少年PI》片場的情形，也隨即在臉書貼出當時與李安和男主角的照片。他還說，雖然李安未拿下最佳影片獎，相信在所有台灣民眾心裡，李安的電影永遠是第１名。拍片用的全球最大造浪池，花費１億5000萬打造，李安無酬送給台中，將遷霧峰，台中新聞局長石靜文考量未來專業電影拍攝，中台灣電影推廣園區分拍攝與對外開放，霧峰就如實體屋，水湳提供電影觀光像樣品屋。當初，李安獲中央補助2.5億及台中市政府5900萬配合款，總計３億900萬，他在台中拍10個月，劇組食宿花費３到４億，大量進用台灣電影幕後人員，團隊人數約3000多人。石靜文說，馬總統和胡志強是李安在台拍片的最大推手，攜手籌得劇組來台勘景的第一桶金，３月２日慶功宴力邀李安回台，將公開當初慷慨解囊贊助100萬的陳文茜。,中國時報,{}
2013,2,26,最佳外語片《愛．慕》 麗娃最棒生日禮,代表奧地利角逐最佳外語片的《愛．慕》，去年在坎城影展首映勇奪金棕櫚大獎，從此連戰皆捷，25日在奧斯卡一如預料拿下最佳外語片，從起點到終點，完成了一路風光的完美旅程。導演麥可漢內克將榮耀歸於兩位法國演員，艾曼紐麗娃、尚路易坦帝尼昂。以85歲高齡成奧斯卡史上「最老入圍者」的艾曼紐麗娃，層次分明地演繹被阿茲海默症吞噬的過程，並與鶼鰈情深的另一半，共同面對人生的最終篇，面對生命的優雅尊嚴令人動容，該片３月８日在台上映。漢內克與麗娃也分別入圍奧斯卡最佳導演與女主角，對外語片而言是難得佳績，雖未獲獎，但昨剛好是麗娃86歲生日，這座最佳外語片的小金人仍是最好的生日禮物。已橫掃全球20多個獎項的《尋找甜秘客》，在奧斯卡奪下最佳紀錄片，由導演馬力克班德傑勞出領獎。該片描述底特律70年代歌手羅利葛斯的傳奇故事，他在酒館被唱片公司發掘後，發行兩張專輯卻未獲回響，然而世事難料，幾年後他的音樂飄洋過海到南非，不但大賣，還成南非人民反對種族隔離政策的抗爭歌曲，讓他不知情地成為南非家喻戶曉的搖滾巨星，該片暫定４月在台上映。,中國時報,{}
2013,2,26,安海瑟薇 最佳綠葉賣身催淚 沃茲獵人頭狠奪男配 感恩昆丁慧眼,奧斯卡最佳女配角由呼聲最高的安海瑟薇拿下，最佳男配角則由《決殺令》的克里斯多夫沃茲出線，導演昆丁泰倫提諾也因《決殺令》拿下最佳原著劇本獎。安海瑟薇在《悲慘世界》中飾演為女兒出賣身體的芳婷，在導演特寫鏡頭下演唱〈IDreamedaDream〉，聲淚俱下卻不干擾讓人黯然神傷的歌聲，緊緊扣動觀眾心弦，演出動人。她昨致詞時說，非常榮幸與今年出色的所有入圍者同台角逐，特別感謝先生，她人生最美好的時刻，就是他走入她的生命。她希望芳婷坎坷的遭遇只會出現在虛構故事中，再也不出現在現實世界中。克里斯多夫沃茲在《決殺令》裡扮演賞金獵人，繼《惡棍特工》後，他第２次入圍也是第２次得到最佳男配角獎，兩次都是和導演昆丁泰倫提諾合作。昆丁對被低估的演員有獨到眼力，繼《黑色追緝令》讓約翰屈夫塔東山再起後，現在又讓克里斯多夫再受肯定。沃茲致詞時對昆丁至上最高敬意，將電影比擬為英雄的歷練旅程，以片中對白「移山屠龍因為不懼艱難，踏過烈焰因為一切終將值得」，將光榮歸於導演。昆丁感言中，也將榮耀還給演員，他認為30年後，觀眾記得他電影，是因他創造的人物，而他必須精挑演員，這次演員陣容超過他的期待。他認為在今年得到最佳原著劇本獎是額外的光榮，因為今年原著劇本或改編劇本的入圍者都是極為優秀者，今年的奧斯卡是屬於劇作家的一年。,中國時報,{'黑色': 1}
2013,2,26,《PI》特效推手破產 500員工場外抗議,正當「節奏特效」公司因《少年PI》獲得奧斯卡最佳特效獎時，近500名特效製作人員卻在典禮場外，為公司無預警申請破產與裁員抗議。「節奏特效」致謝詞，正希望有人伸出援手時，麥克風卻因發言過長而被消音。奧斯卡典禮為控管時間，感言過長時會開始演奏音樂，讓發言人「知難而退」。今年將音樂改成《大白鯊》的配樂，而且破天荒關閉麥克風；許多觀眾在推特上認為沒禮貌。最諷刺的是，「節奏特效」團隊上台先忙著感謝各方人士，最終才想到呼籲提供金援，卻因大白鯊來了慘遭消音；領獎的主管似把公司的未來與失業員工放在得獎之後。,中國時報,{}
2013,2,26,李安奪導演獎 10秒吸2.2萬次點閱,李安魅力有多大？數字會說話。Yahoo!奇摩統計，李安拿到奧斯卡最佳導演的那一刻，該網路即時新聞10秒之內就有2.2萬人次點擊，而新聞點閱率中，「李安的《少年PI的奇幻漂流》拿下４座小金人」也拿下點閱冠軍。而去年微軟研究院曾成功預測美國總統大選結果，今年挑戰預測奧斯卡金像獎最佳影片（《亞果出任務》）、最佳導演（史蒂芬史匹柏）、最佳男主角（丹尼爾戴路易斯）及最佳女主角（珍妮佛勞倫斯）４大獎項，結果僅最佳導演預測錯誤。但這個錯誤，鐵定沒人怪罪，畢竟是「台灣之光」李安拿走的。,中國時報,{}
2013,2,26,李安挨陸網罵千古罪人 明貶暗誇 張藝謀陳凱歌被指效顰,大陸網路小說家馬伯庸日前為文數千言，定名曰〈千古罪人是李安〉，引網友瘋狂轉載。此文破題聳動，但他明貶暗酸的不是李安，卻是大陸導演、大陸電影的「虛榮與忌妒」。李安昨再奪奧斯卡最佳導演獎，也轉載此文的台灣網友興奮直呼：「李安現在可不是千古罪人，是萬古罪人，再給他得一次，就變成『亙古罪人』了！」馬伯庸文字狠辣，直指張藝謀、陳凱歌、馮小剛等大陸名導只知大成本獻媚奧斯卡，先仿《臥虎藏龍》非正規武俠片、再學《斷背山》搞內涵，都是東施效顰。李安獲獎此文再度延燒網路。台灣網友理性，承認「李安的成功，更大的依託是美國電影工業的成熟」。而張藝謀雖挨批「《英雄》、《十面埋伏》砸壞了自己的招牌」，但網友也肯定蘊藏大時代悲喜的《大紅燈籠高高掛》、《活著》、《菊豆》，認為「奧斯卡是美國觀點的電影獎，並不是世界通則」。PTT電影版昨也湧入萬人，認為李安「再一次讓台灣揚名全球」，「雖沒有大牌好萊塢明星，但這種感動是共通的」。大陸網友在恭賀他「實至名歸」外更積極沾光，也承認「咱又可以得瑟（炫耀）地沾了少少光」！大呼「李安的電影，華人萬歲」。,中國時報,{}
2013,2,26,少年Pi奪獎 製作團隊開課育才,李安導演的「少年Pi的奇幻漂流」在本次奧斯卡獎共獲最佳導演及最佳視覺特效等四項大獎，參與「少年Pi的奇幻漂流」製作的R＆H公司員工昨天齊聚在高雄市數位內容創意中心全程看轉播，所有人都相當興奮；市長陳菊盛讚李安為「台灣之光」，也感謝李安長期關注故鄉台灣電影發展。陳菊也對進駐於高雄好萊塢公司R＆H表達祝賀，她說，「少年Pi的奇幻漂流」幾乎席捲所有大小影展的視覺特效獎項，包含美國視覺特效學會獎、有英國奧斯卡獎的英國影藝學院電影等，證明R＆H公司是世界視覺特效領域中數一數二的團隊；該公司將在高雄培育大量視覺特效人才，目前課程也持續展開，期待有一天高雄年輕人可以登上奧斯卡舞台。高市府經發局表示，數位內容已是高雄重點發展產業，市府提供各種協助與輔導，包含廠商進駐的空間提供與人才招募，單一公司申請員工薪資補助、提供銀行融資利息補貼、承租市有房地租金優惠、補助人才培訓費用等。經發局說，以R＆H公司進駐高雄為例，市府開設單一窗口協助尋找辦公室地點、以及協助辦理銀行融資與招募訓練視覺特效人才，最新一期的訓練將於三月初開課，歡迎有興趣與奧斯卡得獎者一同創作的年輕人踴躍報名。經發局指出，市府在文創產業招商成果豐碩，除R＆H公司外，還有華語圈賣座大片「十二生肖」特效製作廠商兔將影業、鮭魚返鄉的樂陞科技、動態捕捉技術的翹楚奇銳科技、國內首家體感模擬遊樂設備公司智崴科技，以及居台灣數位音樂執牛耳地位的KKBOX。,中國時報,{}
2013,2,26,奧斯卡風向球亂了譜 彌補班亞佛列克無緣導演獎 李安二度擦身最佳影片,電影獎項獎落誰家，全看遊戲規則與微妙人性，時勢可以造英雄，也可讓偉大作品無緣大獎。第85屆奧斯卡，從去年底得獎熱季登場後，風向屢次轉向，終於把班亞佛列克執導的《亞果出任務》吹上最佳影片寶座，也讓李安再度與最佳影片無緣。但李安獲頒最佳導演時，包括對手史蒂芬史匹柏在內全場起立致敬，已說明了他在《少年PI的奇幻漂流》中所完成的成就，是如何地讓人肅然起敬。鹹魚翻生戲劇化好萊塢向來最愛看明星轉戰導演，勞勃瑞福、梅爾吉勃遜、凱文科斯納的例子，都說明這個以演員公會為最大宗成員的圈子，多麼不吝於鼓勵帥哥展現才華。而班亞佛列克曾與前女友珍妮佛羅培茲演過影史爛片《絕配殺手》，鹹魚翻生尤其振奮人心。他從原本塵封的歷史案底中萃取出戲劇元素，把《亞果》拍成緊扣人心的商業作品。但該片去年底在各大影評人獎中氣勢未彰，卻是因為另一部同樣以伊朗為背景的《00:30凌晨密令》。導演凱薩琳畢格羅在《凌晨》中呈現美軍緝捕賓拉登的過程，對美國刻意不英雄化的質疑態度，與皆大歡喜的《亞果》相較更具膽識。但兩片雖同遭質疑，傷害卻大不相同。《凌晨》被批評為中情局的刑求做法背書，《亞果》則被真實的加拿大大使指為漠視加國對拯救人質的貢獻，反把加國拍成因中情局不便邀功而僥倖沾光。被外人罵可以聽聽就算，美國自家的爭議卻很難逃避。《凌晨》就此中箭落馬，連女主角潔西卡雀斯坦也跟著「失勢」。沒想到，本屆奧斯卡將入圍名單投票截止，提前到導演公會獎入圍宣布之前，竟牽一髮動全身，影藝學院會員少了投票指標參考，竟讓畢格羅與亞佛列克在導演項目雙雙落馬，偏偏《亞果》馬上在廣電影評人與金球連奪大獎，彷彿坐實了奧斯卡的理虧與心虛。《亞果》從此由逆勢徹底反彈，竟以一座最佳影片過度彌補了導演的入圍缺席，成為由黑翻紅的經典案例。電影自己會說話《亞果》與《凌晨》的導演槓龜，讓導演獎成為李安與《林肯》史匹柏的對決，但《林肯》全因《美國天使》劇作家東尼庫許納優秀的劇本，為解放黑奴歷史道出政治運作內幕，才沒有讓向來煽情的史匹柏把林肯拍成老套的崇高偉人。《少年PI》則無論從視覺特效到抽象信仰題材的具體呈現，都是去年影壇最高難度的挑戰。我們永遠無法得知，若無這些風向來去，《少年PI》的小金人數量是否將有所增減，但當年飲恨最佳影片的《斷背山》，至今仍長存人心，多年後回首，電影的成就自己會說話。（相關新聞刊A1、A4、A5、D2～D5）。,中國時報,{}
2013,2,26,校長讚南一中之光 李安抱獎 母校狂喜鼓掌85秒 年少最愛的全美戲院 放鞭炮慶賀,「各位同學！我們的大學長李安導演，榮獲奧斯卡金像獎最佳導演，請大家為他鼓掌、歡呼85秒！」台南一中校長張添唐25日下午第一節下課時，以廣播放送好消息，校園內立即響起如雷歡呼及掌聲。他台南一中的恩師黃重嘉得知後說，「我以他為榮！」雖已退休，但他仍不忘教誨李安：「精益求精，繼續保持傑出的表現，拍出更好的作品。」年少展現藝術天分李安是台南一中的傑出校友，父親李昇生前任南一中校長多年，他從小在一中宿舍長大，母親至今還住在一中圍牆邊的老家。張添唐昨在校方網站上公開祝賀，說李安是「南一中之光」，因今年是奧斯卡85周年，因此請師生替李安鼓掌歡呼85秒。另外，李安恩師黃重嘉已退休，是李安高二、三的數學老師，當年他一退伍就到一中任教，年輕老師與早熟的李安一拍即合，由於李安與他弟弟同齡，感覺上很親近，不像師生，倒像朋友或兄弟。李安至今回台南，一定和他聯絡、見面。黃重嘉說，李安下課常找他聊天，問數學，也討論文學或藝術，「那時他就很會寫劇本，很有天分。他讀藝專時，從他信中就可看出他會是個很好的電影人才，因為他很努力地想怎麼拍出好的電影。」他還說，李安不忘本、愛台灣、很念舊、重感情，個性又謙和、內斂，對得獎一向抱著平常心。賴清德不忘邀拍電影李安年少時最愛去的全美戲院，昨一早也架起電視牆，熱情民眾聚集為他加油，他獲獎時一起歡呼，戲院更燃放鞭炮慶祝。全美戲院經理吳俊誠說，台南出了一位國際名導，兩度奧斯卡最佳導演，是台南鄉親的驕傲。台南市長賴清德昨發賀電，並再度希望李安拍攝八田與一電影。,中國時報,{}
2013,2,26,台中看好商機 推出《PI》之旅,李安在奧斯卡典禮感謝台中市政府，讓台中市躍上國際舞台，市府打鐵趁熱，看好電影商機，馬上推出《少年PI》美食、心靈觀光之旅，李安最愛吃的酸菜白肉鍋、水餃、散步找靈感的草悟道，全都排在行程上。李安在台拍片時，住在市民廣場旁的社區大樓，廣場綠意盎然，綿延浪漫情趣的草悟道，成為他想劇本、找靈感的心靈花園。市府從26日起，在中港路新市政中心廣場，設置大型奧斯卡金人，還有立可拍照相機，提供民眾免費拍照留念。李安當時到墾丁勘景時，各飯店都想爭取，最後他相中白砂灣，後來劇組下榻距離最近的墾丁悠活度假村。電影上映時，悠活就在飯店的大廳掛巨幅電影拍攝過程照片，昨天李安又獲獎，飯店順勢推出「PI行程」，帶遊客到拍攝景點一探究竟，順道逛逛附近的風景區。,中國時報,{}
